DATAFLOW,LAST UPDATE,freq,unit,sex,startime,acl00,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Personal care except eating,Italy,2010,8.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Personal care except eating,Lithuania,2000,5.25,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Personal care except eating,Latvia,2000,4.58,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Belgium,2000,26.14,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Belgium,2010,28.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Bulgaria,2000,29.18,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Germany,2000,25.09,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Germany,2010,25.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Estonia,2000,34.27,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Estonia,2010,28.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Greece,2010,17.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Spain,2000,14.53,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Spain,2010,13.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,France,2000,31.22,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,France,2010,29.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Italy,2000,21.47,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Italy,2010,20.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Lithuania,2000,36.47,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Work and study,Latvia,2000,38.25,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Belgium,2000,28.48,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Belgium,2010,28.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Bulgaria,2000,19.74,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Germany,2000,26.14,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Germany,2010,25.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Estonia,2000,28.53,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Estonia,2010,28.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Greece,2010,17.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Spain,2000,19.45,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Spain,2010,18.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,France,2000,22.19,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,France,2010,21.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Italy,2000,21.63,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Italy,2010,20.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Lithuania,2000,23.32,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Household and family care and related travel,Latvia,2000,22.02,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Belgium,2000,25.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Belgium,2010,27.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Bulgaria,2000,13.78,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Germany,2000,29.87,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Germany,2010,28.4,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Estonia,2000,18.84,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Estonia,2010,21.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Greece,2010,13.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Spain,2000,10.70,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Spain,2010,9.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",France,2000,17.96,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",France,2010,27.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Italy,2000,23.26,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Italy,2010,26.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Lithuania,2000,18.57,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,"Leisure, social and associative life except TV and video",Latvia,2000,21.17,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Belgium,2000,5.22,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Belgium,2010,6.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Bulgaria,2000,6.81,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Germany,2000,3.60,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Germany,2010,4.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Estonia,2000,4.05,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Estonia,2010,4.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Greece,2010,10.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Spain,2000,6.59,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Spain,2010,8.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,France,2000,8.78,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,France,2010,9.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Italy,2000,8.31,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Italy,2010,9.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Lithuania,2000,5.50,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Television and video,Latvia,2000,3.68,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Belgium,2000,1.57,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Belgium,2010,0.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Bulgaria,2000,0.82,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Germany,2000,1.92,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Germany,2010,2.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Estonia,2000,1.51,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Estonia,2010,2.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Greece,2010,2.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Spain,2000,4.32,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Spain,2010,4.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,France,2000,1.01,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,France,2010,1.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Italy,2000,2.38,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Italy,2010,2.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Lithuania,2000,1.17,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Travel to/from work/study,Latvia,2000,1.35,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Belgium,2000,3.20,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Belgium,2010,0.4,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Bulgaria,2000,0.32,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Germany,2000,0.68,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Germany,2010,0.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Estonia,2000,0.30,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Estonia,2010,0.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Greece,2010,0.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Spain,2000,0.45,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Spain,2010,0.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,France,2000,4.34,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,France,2010,3.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Italy,2000,0.77,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Italy,2010,0.4,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Lithuania,2000,0.26,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Unspecified time use and travel,Latvia,2000,0.27,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Belgium,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Belgium,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Bulgaria,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Germany,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Germany,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Estonia,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Estonia,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Greece,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Spain,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Spain,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,France,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,France,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Italy,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Italy,2010,100,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Lithuania,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:30 to 14:39,Total,Latvia,2000,100.00,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Belgium,2000,6.24,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Belgium,2010,4.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Bulgaria,2000,5.18,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Germany,2000,6.65,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Germany,2010,7.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Estonia,2000,7.11,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Estonia,2010,9.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Greece,2010,25.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Spain,2000,36.97,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Spain,2010,38.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,France,2000,4.70,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,France,2010,5.3,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Italy,2000,10.75,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Italy,2010,9.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Lithuania,2000,7.80,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Eating,Latvia,2000,7.48,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Belgium,2000,3.95,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Belgium,2010,2.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Bulgaria,2000,23.84,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Germany,2000,5.84,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Germany,2010,5.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Estonia,2000,4.54,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Estonia,2010,4.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Greece,2010,12.1,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Spain,2000,5.93,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Spain,2010,6.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,France,2000,9.37,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,France,2010,2.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Italy,2000,10.10,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Italy,2010,8.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Lithuania,2000,5.06,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Personal care except eating,Latvia,2000,5.04,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Belgium,2000,26.04,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Belgium,2010,28.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Bulgaria,2000,29.23,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Germany,2000,25.14,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Germany,2010,25.0,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Estonia,2000,34.35,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Estonia,2010,28.9,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Greece,2010,17.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Spain,2000,14.45,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Spain,2010,13.5,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,France,2000,31.37,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,France,2010,29.4,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Italy,2000,22.21,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Italy,2010,21.2,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Lithuania,2000,36.02,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Work and study,Latvia,2000,38.47,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Belgium,2000,28.32,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Belgium,2010,28.6,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Bulgaria,2000,19.90,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Germany,2000,26.11,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Germany,2010,25.8,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Estonia,2000,28.74,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Estonia,2010,28.7,,
ESTAT:TUS_00STARTIME(1.0),24/04/18 23:00:00,Annual,Participation rate (%),Total,From 14:40 to 14:49,Household and family care and related travel,Greece,2010,17.6,,
